id,type,sectionId,sectionName,webPublicationDate,webTitle,webUrl,apiUrl,isHosted,pillarId,pillarName,counter
public-leaders-network/2017/mar/21/government-sharing-private-data-livechat,article,public-leaders-network,Public Leaders Network,2017-03-21T11:10:45Z,How do you feel about the government sharing our personal data?  - livechat,https://www.theguardian.com/public-leaders-network/2017/mar/21/government-sharing-private-data-livechat,https://content.guardianapis.com/public-leaders-network/2017/mar/21/government-sharing-private-data-livechat,False,pillar/news,News,15
culture/2017/mar/12/facebook-policy-chief-social-media-must-step-up-fight-against-extremism,article,culture,Culture,2017-03-12T13:21:03Z,Facebook policy chief: social media must step up fight against extremism,https://www.theguardian.com/culture/2017/mar/12/facebook-policy-chief-social-media-must-step-up-fight-against-extremism,https://content.guardianapis.com/culture/2017/mar/12/facebook-policy-chief-social-media-must-step-up-fight-against-extremism,False,pillar/arts,Arts,15
politics/2017/feb/26/robert-mercer-breitbart-war-on-media-steve-bannon-donald-trump-nigel-farage,article,politics,Politics,2017-02-26T09:00:26Z,Robert Mercer: the big data billionaire waging war on mainstream media,https://www.theguardian.com/politics/2017/feb/26/robert-mercer-breitbart-war-on-media-steve-bannon-donald-trump-nigel-farage,https://content.guardianapis.com/politics/2017/feb/26/robert-mercer-breitbart-war-on-media-steve-bannon-donald-trump-nigel-farage,False,pillar/news,News,15
politics/2017/feb/26/us-billionaire-mercer-helped-back-brexit,article,politics,Politics,2017-02-26T00:04:15Z,Revealed: how US billionaire helped to back Brexit,https://www.theguardian.com/politics/2017/feb/26/us-billionaire-mercer-helped-back-brexit,https://content.guardianapis.com/politics/2017/feb/26/us-billionaire-mercer-helped-back-brexit,False,pillar/news,News,16
sustainable-business/2017/feb/17/holidays-travel-automated-lastminute-expedia-skyscanner,article,sustainable-business,Guardian Sustainable Business,2017-02-17T06:00:02Z,Automated holidays: how AI is affecting the travel industry,https://www.theguardian.com/sustainable-business/2017/feb/17/holidays-travel-automated-lastminute-expedia-skyscanner,https://content.guardianapis.com/sustainable-business/2017/feb/17/holidays-travel-automated-lastminute-expedia-skyscanner,False,,,16
global-development-professionals-network/2017/jan/25/the-future-of-technology-in-disaster-response,article,global-development-professionals-network,Global Development Professionals Network,2017-01-25T15:13:25Z,How technology can help disaster response,https://www.theguardian.com/global-development-professionals-network/2017/jan/25/the-future-of-technology-in-disaster-response,https://content.guardianapis.com/global-development-professionals-network/2017/jan/25/the-future-of-technology-in-disaster-response,False,pillar/news,News,16
technology/2017/jan/15/driverless-cars-12-things-you-need-to-know,article,technology,Technology,2017-01-15T07:30:09Z,Twelve things you need to know about driverless cars,https://www.theguardian.com/technology/2017/jan/15/driverless-cars-12-things-you-need-to-know,https://content.guardianapis.com/technology/2017/jan/15/driverless-cars-12-things-you-need-to-know,False,pillar/news,News,16
technology/2016/dec/26/could-online-tutors-and-artificial-intelligence-be-the-future-of-teaching,article,technology,Technology,2016-12-26T07:00:36Z,Could online tutors and artificial intelligence be the future of teaching?,https://www.theguardian.com/technology/2016/dec/26/could-online-tutors-and-artificial-intelligence-be-the-future-of-teaching,https://content.guardianapis.com/technology/2016/dec/26/could-online-tutors-and-artificial-intelligence-be-the-future-of-teaching,False,pillar/news,News,16
technology/2016/dec/22/bridgewater-associates-ai-artificial-intelligence-management,article,technology,Technology,2016-12-22T21:44:36Z,World’s largest hedge fund to replace managers with artificial intelligence,https://www.theguardian.com/technology/2016/dec/22/bridgewater-associates-ai-artificial-intelligence-management,https://content.guardianapis.com/technology/2016/dec/22/bridgewater-associates-ai-artificial-intelligence-management,False,pillar/news,News,17
media/2016/oct/17/changing-media-summit-2017-speakers,article,media,Media,2016-10-17T16:12:37Z,Changing Media Summit 2017 speakers,https://www.theguardian.com/media/2016/oct/17/changing-media-summit-2017-speakers,https://content.guardianapis.com/media/2016/oct/17/changing-media-summit-2017-speakers,False,pillar/news,News,17
culture/2016/oct/17/future-of-pop-culture-music-film-comedy,article,culture,Culture,2016-10-17T08:00:07Z,"The future of pop culture: robot performers, an avatar Drake and a Kanye West superstore",https://www.theguardian.com/culture/2016/oct/17/future-of-pop-culture-music-film-comedy,https://content.guardianapis.com/culture/2016/oct/17/future-of-pop-culture-music-film-comedy,False,pillar/arts,Arts,17
media-network/2016/sep/15/responsiblity-real-concerns-artificial-intelligence-technology,article,media-network,Media Network,2016-09-15T07:30:36Z,How can we address real concerns over artificial intelligence?,https://www.theguardian.com/media-network/2016/sep/15/responsiblity-real-concerns-artificial-intelligence-technology,https://content.guardianapis.com/media-network/2016/sep/15/responsiblity-real-concerns-artificial-intelligence-technology,False,pillar/news,News,17
media-network/2016/aug/26/social-media-sites-protect-users-twitter-facebook,article,media-network,Media Network,2016-08-26T07:00:12Z,Are Facebook and Twitter doing enough to protect users?,https://www.theguardian.com/media-network/2016/aug/26/social-media-sites-protect-users-twitter-facebook,https://content.guardianapis.com/media-network/2016/aug/26/social-media-sites-protect-users-twitter-facebook,False,pillar/news,News,17
media-network/2016/aug/10/artificial-intelligence-the-new-creative-mind,article,media-network,Media Network,2016-08-10T07:00:05Z,What does artificial intelligence mean for the creative mind?,https://www.theguardian.com/media-network/2016/aug/10/artificial-intelligence-the-new-creative-mind,https://content.guardianapis.com/media-network/2016/aug/10/artificial-intelligence-the-new-creative-mind,False,pillar/news,News,18
small-business-network/2016/jul/21/are-chat-bots-liberating-workers-small-businesses,article,small-business-network,Guardian Small Business Network,2016-07-21T06:15:01Z,Are chatbots liberating workers?,https://www.theguardian.com/small-business-network/2016/jul/21/are-chat-bots-liberating-workers-small-businesses,https://content.guardianapis.com/small-business-network/2016/jul/21/are-chat-bots-liberating-workers-small-businesses,False,pillar/news,News,18
voluntary-sector-network/2016/jun/21/digital-customer-service-charities-social-media,article,voluntary-sector-network,Voluntary Sector Network,2016-06-21T09:28:17Z,Digital customer service: how charities can do it successfully,https://www.theguardian.com/voluntary-sector-network/2016/jun/21/digital-customer-service-charities-social-media,https://content.guardianapis.com/voluntary-sector-network/2016/jun/21/digital-customer-service-charities-social-media,False,pillar/news,News,18
sustainable-business/2016/may/17/from-app-doctors-to-big-data-five-ways-tech-will-shape-healthcare,article,sustainable-business,Guardian Sustainable Business,2016-05-17T14:38:44Z,From app doctors to big data: five ways tech will shape healthcare,https://www.theguardian.com/sustainable-business/2016/may/17/from-app-doctors-to-big-data-five-ways-tech-will-shape-healthcare,https://content.guardianapis.com/sustainable-business/2016/may/17/from-app-doctors-to-big-data-five-ways-tech-will-shape-healthcare,False,,,18
commentisfree/2016/may/04/googles-deepmind-shouldnt-be-sucking-up-our-nhs-records-in-secret,article,commentisfree,Opinion,2016-05-04T14:36:20Z,Google's DeepMind shouldn't suck up our NHS records in secret,https://www.theguardian.com/commentisfree/2016/may/04/googles-deepmind-shouldnt-be-sucking-up-our-nhs-records-in-secret,https://content.guardianapis.com/commentisfree/2016/may/04/googles-deepmind-shouldnt-be-sucking-up-our-nhs-records-in-secret,False,pillar/opinion,Opinion,18
technology/2016/apr/13/facebook-f8-developer-event-key-points,article,technology,Technology,2016-04-13T21:40:41Z,What you missed at Facebook's F8 developer event - at a glance,https://www.theguardian.com/technology/2016/apr/13/facebook-f8-developer-event-key-points,https://content.guardianapis.com/technology/2016/apr/13/facebook-f8-developer-event-key-points,False,pillar/news,News,19
sustainable-business/2016/mar/30/robot-economy-workforce-artificial-intelligence,article,sustainable-business,Guardian Sustainable Business,2016-03-30T04:00:21Z,Self-driving cars to hospital robots: automation will change life and work,https://www.theguardian.com/sustainable-business/2016/mar/30/robot-economy-workforce-artificial-intelligence,https://content.guardianapis.com/sustainable-business/2016/mar/30/robot-economy-workforce-artificial-intelligence,False,,,19
science/the-lay-scientist/2016/feb/18/has-a-rampaging-ai-algorithm-really-killed-thousands-in-pakistan,article,science,Science,2016-02-18T15:10:35Z,Has a rampaging AI algorithm really killed thousands in Pakistan?,https://www.theguardian.com/science/the-lay-scientist/2016/feb/18/has-a-rampaging-ai-algorithm-really-killed-thousands-in-pakistan,https://content.guardianapis.com/science/the-lay-scientist/2016/feb/18/has-a-rampaging-ai-algorithm-really-killed-thousands-in-pakistan,False,pillar/news,News,19
media-network/2015/aug/11/internet-of-everything-retail-webchat-beacons,article,media-network,Media Network,2015-08-11T10:31:10Z,Will the internet of everything change how we shop? – live Q&A,https://www.theguardian.com/media-network/2015/aug/11/internet-of-everything-retail-webchat-beacons,https://content.guardianapis.com/media-network/2015/aug/11/internet-of-everything-retail-webchat-beacons,False,pillar/news,News,19
world/2015/jun/15/bilberberg-looks-to-the-future-but-is-stuck-in-the-past,article,world,World news,2015-06-15T14:14:35Z,Bilderberg looks to the future but is stuck in the past,https://www.theguardian.com/world/2015/jun/15/bilberberg-looks-to-the-future-but-is-stuck-in-the-past,https://content.guardianapis.com/world/2015/jun/15/bilberberg-looks-to-the-future-but-is-stuck-in-the-past,False,pillar/news,News,19
media-network/2014/may/02/activate-london-2014-speakers,article,media-network,Media Network,2014-05-22T14:05:37Z,Activate London 2014: speakers,https://www.theguardian.com/media-network/2014/may/02/activate-london-2014-speakers,https://content.guardianapis.com/media-network/2014/may/02/activate-london-2014-speakers,False,pillar/news,News,20
media-network/media-network-blog/2014/apr/03/security-data-problem-machine-learning,article,media-network,Media Network,2014-04-03T13:15:35Z,"By turning security into a data problem, we can turn the tables on the bad guys",https://www.theguardian.com/media-network/media-network-blog/2014/apr/03/security-data-problem-machine-learning,https://content.guardianapis.com/media-network/media-network-blog/2014/apr/03/security-data-problem-machine-learning,False,pillar/news,News,20
technology/2013/oct/31/hacking-electric-cars-twitter-apple,article,technology,Technology,2013-10-31T07:00:08Z,"Boot up: building cars out of batteries, AI hacking CAPTCHAs, console-power smartphone GPUs and more",https://www.theguardian.com/technology/2013/oct/31/hacking-electric-cars-twitter-apple,https://content.guardianapis.com/technology/2013/oct/31/hacking-electric-cars-twitter-apple,False,pillar/news,News,20
media-network/media-network-blog/2013/sep/13/turing-artificial-intelligence-brands-consumers,article,media-network,Media Network,2013-09-13T15:33:37Z,To Turing and beyond: the future of artificial intelligence,https://www.theguardian.com/media-network/media-network-blog/2013/sep/13/turing-artificial-intelligence-brands-consumers,https://content.guardianapis.com/media-network/media-network-blog/2013/sep/13/turing-artificial-intelligence-brands-consumers,False,pillar/news,News,20
technology/gamesblog/2013/jul/12/develop-conference-2013-highlights,article,technology,Technology,2013-07-12T16:18:00Z,"Develop 2013 highlights: free-to-play, leftfield consoles and more",https://www.theguardian.com/technology/gamesblog/2013/jul/12/develop-conference-2013-highlights,https://content.guardianapis.com/technology/gamesblog/2013/jul/12/develop-conference-2013-highlights,False,pillar/news,News,20
technology/appsblog/2013/may/09/zynga-travis-boatman-running-with-friends,article,games,Games,2013-05-09T10:20:18Z,"Zynga talks Running With Friends, Draw Something 2 and tablet-first plans",https://www.theguardian.com/technology/appsblog/2013/may/09/zynga-travis-boatman-running-with-friends,https://content.guardianapis.com/technology/appsblog/2013/may/09/zynga-travis-boatman-running-with-friends,False,pillar/arts,Arts,21
